id,hash_id,name,disease_group,disease_sub_group,status,version,version_created,relevant_disorders,stats,types
1337,,Generalised arterial calcification in infancy,Cardiology,,public,1.4,2026-01-23T10:49:58.704410Z,['R384'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
132,5616435a22c1fc212900fbd1,Generalised pustular psoriasis,Dermatological disorders,Autoimmune skin disorders,public,1.13,2025-11-23T17:17:13.376008Z,[],"{'number_of_genes': 12, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
201,55d1c77722c1fc237ed709f8,Genodermatoses with malignancies,Tumour syndromes,Skin,public,1.11,2025-11-23T17:17:44.284352Z,[],"{'number_of_genes': 13, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
254,591444928f620348d4b20c16,GI tract tumours,Tumour syndromes,GI tract,public,1.27,2025-11-23T17:18:10.738994Z,"['GI tract tumours', 'Familial colon cancer', 'Multiple bowel polyps', 'Peutz-Jeghers syndrome', 'GI tract', 'Inherited colorectal cancer (with or without polyposis)']","{'number_of_genes': 31, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
249,55507b25bb5a161bf644a3b2,Glaucoma (developmental),Ophthalmological disorders,Anterior segment abnormalities,public,1.47,2025-11-23T17:18:37.526447Z,[],"{'number_of_genes': 232, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1338,,Glucokinase-related fasting hyperglycaemia,Endocrinology,,public,1.3,2026-01-23T10:50:58.239115Z,['R142'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
528,,Glycogen storage disease,Metabolic,,public,2.7,2026-05-06T16:02:21.284533Z,['R274'],"{'number_of_genes': 29, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1340,,Glycogen storage disease V,Metabolic,,public,1.4,2026-01-23T10:57:43.272614Z,['R273'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1341,,GM1 Gangliosidosis and Mucopolysaccharidosis Type IVB,Metabolic,,public,1.3,2026-01-23T11:00:11.933641Z,['R288'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
59,594a71908f620375d17ea6b2,Haematological malignancies cancer susceptibility,Cancer susceptibility,,public,5.1,2026-05-06T16:02:21.284533Z,"['Haemonc', 'Haematological malignancies pertinent cancer susceptibility']","{'number_of_genes': 109, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}, {'name': 'GMS Cancer Germline Virtual', 'slug': 'gms-cancer-germline-virtual', 'description': 'This is a panel used for WGS germline analysis for the GMS.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
407,,Haematological malignancies for rare disease,Tumour syndromes,Tumour syndromes,public,1.19,2025-11-23T17:19:03.421970Z,[],"{'number_of_genes': 89, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
99,55e01bb222c1fc6199b42904,Haematuria,Renal,,public,2.18,2026-05-06T16:02:21.284533Z,"['Alport syndrome', 'Familial haematuria', 'R194']","{'number_of_genes': 8, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1343,,Haemophagocytic syndrome with absent perforin expression,Immunology,,public,1.4,2026-01-23T11:02:30.718977Z,['R232'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1344,,Haemophagocytic syndrome with absent XIAP expression,Immunology,,public,1.4,2026-01-23T11:02:57.602310Z,['R18'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
115,596f86a58f620352d0e3eed3,Head and neck cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.1,2025-10-13T20:27:37.550520Z,"['Nasopharyngeal', 'Oral Oropharyngeal', 'Sinonasal']","{'number_of_genes': 12, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
1345,,Hereditary angioedema types I and II,Immunology,,public,1.3,2026-01-23T11:03:45.665446Z,['R341'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
20,559a7d1022c1fc58ad67fc97,Hereditary ataxia,Neurology and neurodevelopmental disorders,Motor Disorders of the CNS,public,1.345,2026-05-01T14:28:12.522359Z,[],"{'number_of_genes': 168, 'number_of_strs': 14, 'number_of_regions': 3}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
488,,Hereditary ataxia and cerebellar anomalies - childhood onset,Neurology,,public,23.4,2026-05-19T13:51:28.588873Z,"['Hereditary ataxia with onset in childhood', 'Cerebellar anomalies', 'R55', 'R84']","{'number_of_genes': 516, 'number_of_strs': 16, 'number_of_regions': 4}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Super Panel', 'slug': 'superpanel', 'description': 'Superpanel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
466,,Hereditary ataxia with onset in adulthood,Neurology,,public,9.1,2026-05-06T16:02:21.284533Z,['Hereditary ataxia - adult onset'],"{'number_of_genes': 256, 'number_of_strs': 19, 'number_of_regions': 4}","[{'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1221,,Hereditary diffuse gastric cancer,Inherited cancer,,public,2.5,2026-01-23T11:04:52.915714Z,"['CDH1-related cancer syndrome', 'R215']","{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
157,58c7fba38f6203345887d4f5,Hereditary Erythrocytosis,Haematology,,public,3.1,2026-05-06T16:02:21.284533Z,['R405'],"{'number_of_genes': 17, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
123,5633857722c1fc582756e3d9,Hereditary haemorrhagic telangiectasia,Respiratory,,public,3.7,2026-01-23T11:06:10.237663Z,"['Familial and multiple pulmonary arteriovenous malformations', 'R186']","{'number_of_genes': 15, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1225,,Hereditary isolated diabetes insipidus,Endocrinology,,public,2.2,2026-01-23T11:06:35.231436Z,"['Neuropophyseal diabetes insipidus', 'R440']","{'number_of_genes': 4, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
85,55ad205422c1fc7041340234,Hereditary neuropathy,Neurology and neurodevelopmental disorders,Motor and Sensory Disorders of the PNS,public,1.508,2026-03-20T15:35:04.421239Z,['Charcot-Marie-Tooth disease'],"{'number_of_genes': 288, 'number_of_strs': 12, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
846,,Hereditary neuropathy or pain disorder,Neurology,,public,8.4,2026-06-01T20:22:36.398324Z,"['Hereditary neuropathy NOT PMP22 copy number', 'Hereditary neuropathy or pain disorder - NOT PMP22 copy number', 'R78']","{'number_of_genes': 369, 'number_of_strs': 13, 'number_of_regions': 2}","[{'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
165,55ad019f22c1fc7042059038,Hereditary spastic paraplegia,Neurology and neurodevelopmental disorders,Motor Disorders of the CNS,public,1.316,2025-11-23T17:21:10.041104Z,[],"{'number_of_genes': 115, 'number_of_strs': 10, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
502,,Hereditary systemic amyloidosis,Renal,,public,1.29,2026-05-06T16:02:21.284533Z,"['Amyloidosis', 'R204']","{'number_of_genes': 12, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
